function,index,x0,x1,x2,x3,x4,x5,x6,x7,y0
function_7,0,0.2726238220336933,0.3244953623087271,0.8971088103082926,0.8329511521103058,0.1540626853924547,0.7958636234722036,,,0.6044326958745716
function_7,1,0.5430025769847714,0.9246939036961066,0.3415674591580987,0.6464858491139559,0.7184403268342174,0.343132663729359,,,0.5627530668655433
function_7,2,0.0908322480237533,0.661529381768249,0.0659309106387106,0.2585770079605848,0.9634528513541344,0.6402653979255966,,,0.0075032366780494
function_7,3,0.1188669748729491,0.6150549401610158,0.905816385208328,0.8553003035780179,0.413631428794535,0.5852356278450974,,,0.0614243025035577
function_7,4,0.6302176411815951,0.8380968963061266,0.6800130516496496,0.7318950900926644,0.5267367145175407,0.3484292133580069,,,0.2730468012675986
function_7,5,0.7649191728046694,0.2558829170119807,0.6090842238764527,0.2180790418950807,0.3229427691734139,0.0957936551163807,,,0.0837465723201556
function_7,6,0.0578955419713852,0.4916722186390136,0.2474222237486748,0.2181184363983763,0.4204283295460158,0.7309698428701273,,,1.3649683044991994
function_7,7,0.1952518811346716,0.0792266505913742,0.5545804616685562,0.1705668196824058,0.0149441764292923,0.1070317101032337,,,0.092644954947936
function_7,8,0.6423029815827472,0.8368745468225558,0.0217926914858608,0.1014880095386535,0.6830708282995157,0.6924164003473481,,,0.0178695987224958
function_7,9,0.7899425542216801,0.1955450052633577,0.5756233261057669,0.0736591872735596,0.2590491743381623,0.0510998642136429,,,0.0335649360370371
function_7,10,0.528497327736147,0.4574243553412764,0.3600956902472011,0.3620455063942089,0.8168909784453008,0.6374763663139539,,,0.0735163042101616
function_7,11,0.7226152153368091,0.0118128367086762,0.0636459129084119,0.1651731060371132,0.0792441460020747,0.3599516573745739,,,0.2063096979535943
function_7,12,0.075664921203212,0.3345021188695649,0.1327327373482277,0.6083123613447988,0.9183859177326256,0.8223307855119826,,,0.0088256339995108
function_7,13,0.9424508393797228,0.3774396214241422,0.4861223262441836,0.2287910830613805,0.0826317471040851,0.7119575508609557,,,0.2684003169374463
function_7,14,0.1486470213912621,0.0339433634393899,0.7288056495692345,0.3160664556651587,0.0217693827506691,0.516917757345384,,,0.6115255284647864
function_7,15,0.8171123887819559,0.548168230898132,0.1033475776705327,0.1243695458124163,0.7282348211044535,0.4496736121668913,,,0.0147981826027018
function_7,16,0.417626292718232,0.0640999813892186,0.2456687739007659,0.5590407960737909,0.1915313840384432,0.2546409230877973,,,0.2748925084715891
function_7,17,0.7262856636678173,0.46489580525881,0.924570514134938,0.807245395137576,0.6354383951825947,0.1434178743844922,,,0.0667632468819332
function_7,18,0.3198104328384902,0.52009758758482,0.2906777543222766,0.8767066778579525,0.4950346891082852,0.6190824996433428,,,0.0421183545380621
function_7,19,0.8798712775855185,0.3979619901837962,0.0036345648296357,0.9569906396679158,0.264513732508431,0.1148692413930539,,,0.0027014650245082
function_7,20,0.541240780459459,0.6314031426898206,0.0319020463276646,0.4499815599100049,0.7986528164952386,0.6337042906107708,,,0.0182090730065811
function_7,21,0.2263479213215623,0.1150258139009348,0.8247496553939904,0.9453837248568,0.905311527631774,0.9510139152470553,,,0.0070160275585146
function_7,22,0.6868525698557914,0.041017207781653,0.007573010669658,0.2850089958322135,0.6915684836560828,0.6555428970136261,,,0.1005066108010816
function_7,23,0.1759775366488313,0.6244164970552419,0.295541983522259,0.4695527590211096,0.0977697704777261,0.7281410813045498,,,0.4753955163956208
function_7,24,0.8816467367680777,0.2044501883591619,0.4144743585192156,0.4203846784242615,0.2649150148174026,0.7306601868760868,,,0.6751416308956351
function_7,25,0.0666105105663011,0.5280450659529847,0.8160951953117404,0.9610171372277224,0.0865093337169039,0.7777882160330215,,,0.5164572186199785
function_7,26,0.9324663796298104,0.4888118879321913,0.258607741763534,0.9562434362289866,0.1904278104244965,0.5198517579933358,,,0.0037774796165786
function_7,27,0.8468669651542917,0.1424291716485143,0.0606685897809874,0.7562921279692766,0.5523982951979418,0.0813060871520889,,,0.0031343333109347
function_7,28,0.8062820836261164,0.3241223746901364,0.7260760130795909,0.1487121315410434,0.7193764014954694,0.3628839783884743,,,0.0213425227873123
function_7,29,0.4768231286900887,0.3409419502762441,0.0143352324173231,0.8801395630913645,0.9986546964586872,0.0796640185732378,,,0.0954111589101041
function_7,30,0.01499,0.491513,0.234279,0.219709,0.421839,0.744749,,,1.2546248770765356
function_7,31,0.041997,0.494065,0.252789,0.177536,0.415424,0.704764,,,1.3077169087125016
function_7,32,0.151517,0.43259,0.319463,0.214898,0.378585,0.729619,,,1.999624700625404
function_7,33,0.278548,0.34607,0.350542,0.242561,0.342017,0.808355,,,2.2440008375139135
function_7,34,0.216259,0.832266,0.877364,0.09858,0.710143,0.319809,,,0.0857599455488545
function_7,35,0.502828,0.346478,0.45409,0.234025,0.292078,0.859981,,,1.5858153728555815
function_7,36,0.039927,0.967332,0.54363,0.881998,0.004551,0.034755,,,0.1216245342082091
function_7,37,0.114161,0.018033,0.748271,0.19112,0.296296,0.752669,,,2.069065302723823
function_7,38,0.52057,0.112413,0.519203,0.556806,0.150852,0.762438,,,0.740889160582543
function_7,39,0.218691,0.218479,0.440618,0.271435,0.335377,0.659655,,,3.2232129237271816
function_7,40,0.137773,0.151278,0.427151,0.286486,0.2917,0.674164,,,3.217819571093765
function_7,41,0.206509,0.061332,0.409412,0.307434,0.302362,0.655302,,,3.1735200584156527
function_7,42,0.135451,0.140559,0.415344,0.252748,0.321853,0.665591,,,3.2036889822863204
