function,index,x0,x1,x2,x3,x4,x5,x6,x7,y0
function_5,0,0.1914470844571281,0.038193371351508,0.6074178108720669,0.4145841369758819,,,,,64.443439863301
function_5,1,0.7586529492430261,0.5365177380716337,0.6560003817255494,0.3603415530292175,,,,,18.30137959857266
function_5,2,0.4383498726531087,0.8043397048222797,0.2102452663986996,0.1512948160943209,,,,,0.1129397953712203
function_5,3,0.7060508340594309,0.5341919611519633,0.2642433451718953,0.4820875490370939,,,,,4.210898128938665
function_5,4,0.8364779930351233,0.19360964686178,0.6638926969585176,0.7856488828898288,,,,,258.3705254462536
function_5,5,0.6834322498676915,0.1186626417884907,0.8290459096967396,0.5675766059352313,,,,,78.43438888779464
function_5,6,0.553621479516824,0.6673499787364745,0.3238058191550842,0.8148697537245304,,,,,57.57153693261287
function_5,7,0.3523562694659523,0.3222415319718313,0.1169793675885731,0.4731125215557709,,,,,109.5718755614928
function_5,8,0.1537857059438134,0.7293816904129607,0.4225984366784806,0.4430741656488165,,,,,8.847991759070865
function_5,9,0.4634422673852829,0.630024510146729,0.1079064558186504,0.957643898670113,,,,,233.22361017104996
function_5,10,0.6774911484129013,0.3585095065455117,0.4795922244652951,0.0728804811001407,,,,,24.423088313942344
function_5,11,0.5839734124984879,0.1472426461525712,0.3480974620935275,0.4286146510285499,,,,,64.42014681963983
function_5,12,0.3068887187315784,0.3168781265532129,0.6226344812966896,0.0953990581063173,,,,,63.47671578508436
function_5,13,0.5111417749497505,0.8179569972191587,0.7287104181315311,0.1123536230961304,,,,,79.72912992694343
function_5,14,0.4389333758453766,0.7740917616539319,0.3781670863874171,0.933696206815422,,,,,355.8068177560159
function_5,15,0.2241890233028834,0.8464804904862864,0.8794841797090803,0.8785156842249731,,,,,1088.8596181962705
function_5,16,0.7252617231526987,0.4798704862952277,0.0889468426065851,0.7597602201100938,,,,,28.866751637393826
function_5,17,0.3554816095006123,0.639619366711706,0.4176176788641453,0.122603839671336,,,,,45.181570346703786
function_5,18,0.119879225824281,0.8625403059525095,0.6433313263318788,0.8498038287021323,,,,,431.6127567592104
function_5,19,0.1268846700785032,0.1534296212513496,0.770162187580243,0.1905181050957739,,,,,9.972331894593824
function_5,20,0.019586,0.105676,0.238247,0.977359,,,,,135.3120109763393
function_5,21,0.065483,0.650272,0.895262,0.992528,,,,,1224.9568382045377
function_5,22,0.143598,0.738126,0.976114,0.999999,,,,,2101.6682414485467
function_5,23,0.0,0.999999,0.999999,0.999999,,,,,4440.480873479282
function_5,24,0.090529,0.995484,0.896944,0.992618,,,,,3159.7515796674866
function_5,25,0.365437,0.838707,0.000119,0.95949,,,,,555.2387918374151
function_5,26,0.805943,0.976532,0.987587,0.96958,,,,,5085.333747585729
function_5,27,0.845847,0.999999,0.974543,0.999999,,,,,6049.023450179534
function_5,28,0.796298,0.759177,0.922926,0.993705,,,,,2722.544067546787
function_5,29,0.887445,0.999999,0.999999,0.999999,,,,,6916.516040664391
function_5,30,0.919898,0.999999,0.999999,0.999999,,,,,7339.515799149579
function_5,31,0.999999,0.999999,0.999999,0.999999,,,,,8662.405001248297
