function,index,x0,x1,x2,x3,x4,x5,x6,x7,y0
function_2,0,0.6657995800131589,0.123969127675349,,,,,,,0.5389961189269181
function_2,1,0.8777909889953304,0.7786275008473289,,,,,,,0.4205862396279826
function_2,2,0.142699074235946,0.3490051305732001,,,,,,,-0.0656236244373373
function_2,3,0.8452754286767249,0.7111202665952655,,,,,,,0.293992912410866
function_2,4,0.4546471410512441,0.2904551797740609,,,,,,,0.2149645101004509
function_2,5,0.5777128444074784,0.7719731841154063,,,,,,,0.0231055497981905
function_2,6,0.4381660616117107,0.6850182567997548,,,,,,,0.2446193440044803
function_2,7,0.3417495930288503,0.0286977198222778,,,,,,,0.0387490151561584
function_2,8,0.3386481568870176,0.2138672456386436,,,,,,,-0.0138576181497298
function_2,9,0.7026365569244406,0.9265641975455574,,,,,,,0.6112052157614438
function_2,10,0.729096,0.0,,,,,,,0.5996075639123554
function_2,11,0.973243,0.986621,,,,,,,0.0554265978288526
function_2,12,0.750544,0.053129,,,,,,,0.4247335559969986
function_2,13,0.700386,0.0,,,,,,,0.5284935524867318
function_2,14,0.716933,0.956736,,,,,,,0.4880937339194312
function_2,15,0.685444,0.660333,,,,,,,0.3886697883169808
function_2,16,0.006028,0.988646,,,,,,,0.0353733699620438
function_2,17,0.716439,0.857645,,,,,,,0.6514539224885927
function_2,18,0.715356,0.895525,,,,,,,0.6243373673444577
function_2,19,0.721382,0.881269,,,,,,,0.4921886116093547
function_2,20,0.91748,0.308719,,,,,,,0.1365739902609911
function_2,21,0.712205,0.079938,,,,,,,0.5011538019755815
