function,index,x0,x1,x2,x3,x4,x5,x6,x7,y0
function_1,0,0.3194038888388972,0.7629593742689353,,,,,,,1.3226770395454075e-79
function_1,1,0.5743292145098291,0.879898104984359,,,,,,,1.0330782375230975e-46
function_1,2,0.7310236309563586,0.7329998764152272,,,,,,,7.710875114502849e-16
function_1,3,0.8403534169072556,0.264731613996767,,,,,,,3.341771007676023e-124
function_1,4,0.6501140597987644,0.6815263520602101,,,,,,,-0.0036060626443634
function_1,5,0.4104371366251856,0.1475542990299818,,,,,,,-2.1592490357331095e-54
function_1,6,0.3126911567947775,0.0787227779497188,,,,,,,-2.0890932702320842e-91
function_1,7,0.6834181688515067,0.8610574643936101,,,,,,,2.5350011535584046e-40
function_1,8,0.0825072518208058,0.403487506426324,,,,,,,3.6067711901420254e-81
function_1,9,0.8838898288181171,0.5822539743824439,,,,,,,6.229856468168658e-48
function_1,10,0.653266,0.20603,,,,,,,1.7673303721355522e-70
function_1,11,0.999999,0.110553,,,,,,,1.8592144685927827e-283
function_1,12,0.699759,0.0,,,,,,,-3.141663992788188e-179
function_1,13,0.390249,0.351741,,,,,,,-2.6221734157254143e-05
function_1,14,0.068722,0.418281,,,,,,,9.378303459655466e-89
function_1,15,0.298865,0.420432,,,,,,,6.832899055156533e-12
function_1,16,0.003229,0.993223,,,,,,,0.0
function_1,17,0.757256,0.711151,,,,,,,-4.6384839671857386e-17
function_1,18,0.994292,0.991002,,,,,,,1.8921582749429552e-185
function_1,19,0.264526,0.461212,,,,,,,-1.1842073322903959e-20
function_1,20,0.690569,0.707263,,,,,,,1.6540365652050464e-07
function_1,21,0.447536,0.417979,,,,,,,0.1648035305878936
function_1,22,0.443519,0.407772,,,,,,,0.1845241300175264
